plate_no	week_number	generation	read_number	date	cocktail_no	verified_crystal	image_url	solution_components	class_10way	skin	phase_precip	precip_crystal	clear	phase_crystal	precip	phase	precip_skin	crystal	garbage
X000009589	2	8	X0000095890859200801181224	2008-01-18 12:24:00	C0635		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890859200801181224.jpg	Calcium chloride dihydrate;Bis-Tris Propane;PEG 4000	phase	0.0326	0.039	0.1334	0.0528	0.0848	0.162	0.1966	0.1554	0.1374	0.006
X000009589	2	8	X0000095890863200801181224	2008-01-18 12:24:00	C0636		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890863200801181224.jpg	Calcium chloride dihydrate;Sodium acetate trihydrate;PEG 4000	phase	0.0376	0.0358	0.1396	0.052	0.0792	0.1606	0.1794	0.1636	0.1448	0.0074
X000009589	2	8	X0000095891011200801181221	2008-01-18 12:21:00	C0637		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891011200801181221.jpg	Lithium bromide;Sodium citrate tribasic dihydrate;PEG 4000	crystal	0.0816	0.0278	0.1452	0.0818	0.0718	0.1252	0.1332	0.1032	0.2212	0.009
X000009589	2	8	X0000095891015200801181221	2008-01-18 12:21:00	C0638		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891015200801181221.jpg	Lithium bromide;CAPS;PEG 4000	precip	0.0298	0.0432	0.1844	0.0366	0.0446	0.224	0.1024	0.2106	0.118	0.0064
X000009589	2	8	X0000095891019200801181221	2008-01-18 12:21:00	C0639		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891019200801181221.jpg	Magnesium acetate tetrahydrate;HEPES;PEG 4000	precip_skin	0.0868	0.0238	0.14	0.0568	0.06	0.1336	0.1398	0.175	0.1696	0.0146
X000009589	2	8	X0000095891023200801181221	2008-01-18 12:21:00	C0640		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891023200801181221.jpg	Magnesium chloride hexahydrate;Sodium acetate trihydrate;PEG 4000	precip_skin	0.06	0.0326	0.1518	0.0462	0.065	0.1548	0.1256	0.1812	0.1704	0.0124
X000009589	2	8	X0000095891027200801181221	2008-01-18 12:21:00	C0641		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891027200801181221.jpg	Magnesium chloride hexahydrate;HEPES;PEG 4000	phase	0.0708	0.0254	0.1306	0.0664	0.0812	0.115	0.1802	0.1518	0.1682	0.0104
X000009589	2	8	X0000095891031200801181221	2008-01-18 12:21:00	C0642		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891031200801181221.jpg	Manganese chloride tetrahydrate;MES monohydrate;PEG 4000	phase	0.0298	0.0346	0.1502	0.0454	0.0858	0.1596	0.1736	0.1596	0.1548	0.0066
X000009589	2	8	X0000095891035200801181221	2008-01-18 12:21:00	C0643		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891035200801181221.jpg	Potassium acetate;Sodium acetate trihydrate;PEG 4000	crystal	0.063	0.0268	0.161	0.0456	0.067	0.148	0.1318	0.169	0.1748	0.013
X000009589	2	8	X0000095891039200801181221	2008-01-18 12:21:00	C0644		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891039200801181221.jpg	Potassium acetate;Tris;PEG 4000	precip_skin	0.027	0.0394	0.1784	0.0334	0.0392	0.2258	0.1076	0.229	0.1146	0.0056
X000009589	2	8	X0000095891043200801181222	2008-01-18 12:22:00	C0645		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891043200801181222.jpg	Potassium acetate;HEPES;PEG 4000	crystal	0.0544	0.03	0.1522	0.0456	0.0752	0.1374	0.1504	0.1698	0.1738	0.0112
X000009589	2	8	X0000095891047200801181222	2008-01-18 12:22:00	C0646		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891047200801181222.jpg	Potassium bromide;Bis-Tris Propane;PEG 4000	phase	0.0396	0.0296	0.1352	0.0542	0.082	0.1488	0.1842	0.1624	0.154	0.01
X000009589	2	8	X0000095891051200801181222	2008-01-18 12:22:00	C0647		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891051200801181222.jpg	Potassium bromide;TAPS;PEG 4000	phase	0.0408	0.0292	0.1386	0.0556	0.0752	0.1488	0.1848	0.1552	0.1648	0.007
X000009589	2	8	X0000095891055200801181222	2008-01-18 12:22:00	C0648		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891055200801181222.jpg	Potassium bromide;MES monohydrate;PEG 4000	precip_skin	0.0446	0.0368	0.1708	0.0434	0.059	0.1802	0.1062	0.19	0.1596	0.0094
X000009589	2	8	X0000095891203200801181219	2008-01-18 12:19:00	C0649		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891203200801181219.jpg	Potassium carbonate;HEPES;PEG 4000	precip	0.0304	0.0398	0.1542	0.0638	0.068	0.2076	0.1728	0.1324	0.1232	0.0078
X000009589	2	8	X0000095891207200801181219	2008-01-18 12:19:00	C0650		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891207200801181219.jpg	Potassium carbonate;Tris;PEG 4000	precip	0.034	0.0376	0.1496	0.0658	0.0748	0.1818	0.1694	0.138	0.1404	0.0086
X000009589	2	8	X0000095891211200801181219	2008-01-18 12:19:00	C0651		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891211200801181219.jpg	Potassium carbonate;CAPS;PEG 4000	crystal	0.0398	0.0104	0.0778	0.1934	0.062	0.1142	0.1524	0.0618	0.2664	0.0218
X000009589	2	8	X0000095891215200801181219	2008-01-18 12:19:00	C0652		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891215200801181219.jpg	Potassium chloride;TAPS;PEG 4000	phase	0.0446	0.03	0.142	0.049	0.0744	0.1584	0.1696	0.1678	0.158	0.0062
X000009589	2	8	X0000095891219200801181219	2008-01-18 12:19:00	C0653		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891219200801181219.jpg	Potassium chloride;MES monohydrate;PEG 4000	crystal	0.0608	0.0272	0.1574	0.044	0.0676	0.137	0.1258	0.1756	0.1964	0.0082
X000009589	2	8	X0000095891223200801181219	2008-01-18 12:19:00	C0654		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891223200801181219.jpg	Potassium nitrate;MES monohydrate;PEG 4000	precip_skin	0.0346	0.0424	0.1754	0.039	0.0508	0.1902	0.1112	0.2102	0.1394	0.0068
X000009589	2	8	X0000095891227200801181219	2008-01-18 12:19:00	C0655		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891227200801181219.jpg	Potassium nitrate;CAPS;PEG 4000	precip	0.0222	0.0428	0.1642	0.0344	0.0522	0.2098	0.1404	0.2092	0.1166	0.0082
X000009589	2	8	X0000095891231200801181219	2008-01-18 12:19:00	C0656		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891231200801181219.jpg	Potassium nitrate;Sodium citrate tribasic dihydrate;PEG 4000	precip_skin	0.0948	0.0216	0.1464	0.0606	0.0476	0.141	0.1108	0.1822	0.179	0.016
X000009589	2	8	X0000095891235200801181219	2008-01-18 12:19:00	C0657		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891235200801181219.jpg	Potassium phosphate monobasic;Tris;PEG 4000	crystal	0.0596	0.0286	0.1566	0.0468	0.0756	0.1358	0.1478	0.1624	0.1772	0.0096
X000009589	2	8	X0000095891239200801181219	2008-01-18 12:19:00	C0658		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891239200801181219.jpg	Potassium phosphate monobasic;Sodium citrate tribasic dihydrate;PEG 4000	precip	0.0248	0.037	0.1378	0.1152	0.0294	0.2478	0.1032	0.14	0.1502	0.0146
X000009589	2	8	X0000095891243200801181219	2008-01-18 12:19:00	C0659		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891243200801181219.jpg	Potassium phosphate monobasic;MES monohydrate;PEG 4000	precip_skin	0.0702	0.0216	0.1456	0.0616	0.0706	0.1202	0.1656	0.1678	0.1658	0.011
X000009589	2	8	X0000095891247200801181219	2008-01-18 12:19:00	C0660		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891247200801181219.jpg	Potassium thiocyanate;Bis-Tris Propane;PEG 4000	phase	0.0406	0.037	0.1358	0.0528	0.083	0.1492	0.1714	0.1646	0.1582	0.0074
X000009589	2	8	X0000095891395200801181216	2008-01-18 12:16:00	C0661		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891395200801181216.jpg	Potassium thiocyanate;Tris;PEG 4000	precip_skin	0.0392	0.035	0.1694	0.032	0.051	0.187	0.1068	0.2232	0.1498	0.0066
X000009589	2	8	X0000095891399200801181216	2008-01-18 12:16:00	C0662		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891399200801181216.jpg	Rubidium chloride;Sodium citrate tribasic dihydrate;PEG 4000	crystal	0.0628	0.0368	0.1672	0.0554	0.0578	0.1636	0.1182	0.1468	0.1824	0.009
X000009589	2	8	X0000095891403200801181216	2008-01-18 12:16:00	C0663		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891403200801181216.jpg	Rubidium chloride;HEPES;PEG 4000	precip_skin	0.0392	0.0338	0.1644	0.0388	0.0602	0.1746	0.1442	0.1842	0.154	0.0066
X000009589	2	8	X0000095891407200801181216	2008-01-18 12:16:00	C0664		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891407200801181216.jpg	Rubidium chloride;Tris;PEG 4000	precip_skin	0.0352	0.0408	0.1692	0.033	0.051	0.1906	0.1084	0.2156	0.1474	0.0088
X000009589	2	8	X0000095891411200801181216	2008-01-18 12:16:00	C0665		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891411200801181216.jpg	Rubidium chloride;Sodium acetate trihydrate;PEG 4000	phase	0.0382	0.0354	0.1416	0.0526	0.0672	0.173	0.1776	0.1636	0.1448	0.006
X000009589	2	8	X0000095891415200801181216	2008-01-18 12:16:00	C0666		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891415200801181216.jpg	Rubidium chloride;Bis-Tris Propane;PEG 4000	precip_skin	0.0422	0.0354	0.154	0.0416	0.072	0.1612	0.1594	0.171	0.1516	0.0116
X000009589	2	8	X0000095891419200801181216	2008-01-18 12:16:00	C0667		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891419200801181216.jpg	Sodium bromide;Sodium acetate trihydrate;PEG 4000	crystal	0.0632	0.0276	0.153	0.0482	0.0794	0.1288	0.1542	0.155	0.1816	0.009
X000009589	2	8	X0000095891423200801181216	2008-01-18 12:16:00	C0668		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891423200801181216.jpg	Sodium bromide;HEPES;PEG 4000	crystal	0.0646	0.0232	0.1564	0.0452	0.07	0.137	0.149	0.169	0.1712	0.0144
X000009589	2	8	X0000095891427200801181217	2008-01-18 12:17:00	C0669		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891427200801181217.jpg	Sodium chloride;Sodium acetate trihydrate;PEG 4000	crystal	0.0472	0.03	0.1504	0.048	0.0838	0.1428	0.1644	0.1534	0.171	0.009
X000009589	2	8	X0000095891431200801181217	2008-01-18 12:17:00	C0670		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891431200801181217.jpg	Sodium molybdate dihydrate;CAPS;PEG 4000	precip	0.0224	0.0518	0.163	0.0354	0.0514	0.2118	0.1482	0.1952	0.1134	0.0074
X000009589	2	8	X0000095891435200801181217	2008-01-18 12:17:00	C0671		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891435200801181217.jpg	Sodium molybdate dihydrate;Tris;PEG 4000	phase	0.0332	0.0328	0.1368	0.048	0.077	0.157	0.1994	0.1602	0.149	0.0066
X000009589	2	8	X0000095891439200801181217	2008-01-18 12:17:00	C0672		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095891439200801181217.jpg	Sodium nitrate;TAPS;PEG 4000	phase	0.047	0.0292	0.1396	0.053	0.0794	0.1484	0.1776	0.1626	0.1534	0.0098
X000009589	2	8	X0000095890147200801181232	2008-01-18 12:32:00	C0673		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890147200801181232.jpg	Sodium nitrate;Sodium acetate trihydrate;PEG 4000	crystal	0.1002	0.0162	0.1342	0.073	0.0698	0.112	0.145	0.1494	0.1882	0.012
X000009589	2	8	X0000095890151200801181233	2008-01-18 12:33:00	C0674		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890151200801181233.jpg	Sodium thiosulfate pentahydrate;HEPES;PEG 4000	precip_skin	0.0288	0.0386	0.1842	0.0368	0.0446	0.217	0.0994	0.2226	0.1224	0.0056
X000009589	2	8	X0000095890155200801181233	2008-01-18 12:33:00	C0675		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890155200801181233.jpg	Sodium thiosulfate pentahydrate;TAPS;PEG 4000	phase	0.041	0.0344	0.1384	0.0506	0.0818	0.1576	0.178	0.1584	0.152	0.0078
X000009589	2	8	X0000095890159200801181233	2008-01-18 12:33:00	C0676		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890159200801181233.jpg	Sodium thiosulfate pentahydrate;CAPS;PEG 4000	precip	0.024	0.0462	0.1654	0.0366	0.046	0.22	0.1312	0.2152	0.108	0.0074
X000009589	2	8	X0000095890163200801181233	2008-01-18 12:33:00	C0677		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890163200801181233.jpg	Zinc acetate dihydrate;Sodium acetate trihydrate;PEG 4000	clear	0.0266	0.0288	0.0992	0.1942	0.0416	0.158	0.1868	0.074	0.1798	0.011
X000009589	2	8	X0000095890167200801181233	2008-01-18 12:33:00	C0678		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890167200801181233.jpg	Zinc acetate dihydrate;MES monohydrate;PEG 4000	crystal	0.0288	0.0258	0.101	0.1848	0.0494	0.1428	0.187	0.0694	0.1964	0.0146
X000009589	2	8	X0000095890171200801181233	2008-01-18 12:33:00	C0679		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890171200801181233.jpg	Potassium phosphate dibasic anhydrous;Tris;PEG 4000	crystal	0.0606	0.026	0.1554	0.049	0.075	0.134	0.1412	0.171	0.1778	0.01
X000009589	2	8	X0000095890175200801181233	2008-01-18 12:33:00	C0680		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890175200801181233.jpg	Lithium sulfate monohydrate;Bis-Tris Propane;PEG 4000	precip_skin	0.0344	0.0428	0.172	0.0348	0.0464	0.2072	0.1124	0.2094	0.1344	0.0062
X000009589	2	8	X0000095890179200801181233	2008-01-18 12:33:00	C0681		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890179200801181233.jpg	Lithium sulfate monohydrate;CAPS;PEG 4000	precip_skin	0.0354	0.0364	0.1576	0.0338	0.051	0.1966	0.1298	0.212	0.1378	0.0096
X000009589	2	8	X0000095890183200801181233	2008-01-18 12:33:00	C0682		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890183200801181233.jpg	Potassium phosphate tribasic;TAPS;PEG 4000	crystal	0.0336	0.0212	0.0938	0.1952	0.0506	0.1316	0.1894	0.0686	0.2002	0.0158
X000009589	2	8	X0000095890187200801181233	2008-01-18 12:33:00	C0683		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890187200801181233.jpg	Potassium phosphate tribasic;Tris;PEG 4000	phase	0.0352	0.0366	0.1466	0.0498	0.0714	0.164	0.1732	0.1648	0.1514	0.007
X000009589	2	8	X0000095890191200801181233	2008-01-18 12:33:00	C0684		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890191200801181233.jpg	Ammonium thiocyanate;TAPS;PEG 4000	precip_skin	0.033	0.0374	0.1788	0.0328	0.0452	0.2042	0.1082	0.2134	0.1394	0.0076
X000009589	2	8	X0000095890339200801181230	2008-01-18 12:30:00	C0685		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890339200801181230.jpg	Ammonium thiocyanate;Sodium citrate tribasic dihydrate;PEG 4000	precip	0.042	0.039	0.1736	0.0536	0.0506	0.2086	0.1026	0.167	0.1566	0.0064
X000009589	2	8	X0000095890343200801181230	2008-01-18 12:30:00	C0686		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890343200801181230.jpg	Ammonium thiocyanate;MES monohydrate;PEG 4000	precip	0.0312	0.0474	0.1718	0.0404	0.0494	0.2008	0.1178	0.1996	0.134	0.0076
X000009589	2	8	X0000095890347200801181230	2008-01-18 12:30:00	C0687		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890347200801181230.jpg	Manganese sulfate monohydrate;MES monohydrate;PEG 4000	crystal	0.0612	0.0264	0.1502	0.0474	0.0776	0.139	0.1378	0.1644	0.1872	0.0088
X000009589	2	8	X0000095890351200801181230	2008-01-18 12:30:00	C0688		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890351200801181230.jpg	Manganese sulfate monohydrate;Bis-Tris Propane;PEG 4000	crystal	0.0928	0.017	0.1402	0.066	0.0638	0.1118	0.1446	0.1626	0.184	0.0172
X000009589	2	8	X0000095890355200801181230	2008-01-18 12:30:00	C0689		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890355200801181230.jpg	Ammonium sulfate;Sodium acetate trihydrate;PEG 4000;Glycerol anhydrous	precip_skin	0.0554	0.036	0.159	0.0438	0.0664	0.162	0.1344	0.1756	0.157	0.0104
X000009589	2	8	X0000095890359200801181230	2008-01-18 12:30:00	C0690		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890359200801181230.jpg	Manganese sulfate monohydrate;MES monohydrate;PEG 4000	crystal	0.0706	0.0214	0.1494	0.0588	0.0786	0.114	0.1492	0.1556	0.1934	0.009
X000009589	2	8	X0000095890363200801181230	2008-01-18 12:30:00	C0691		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890363200801181230.jpg	Magnesium nitrate hexahydrate;Bis-Tris Propane;PEG 4000	precip	0.0356	0.0334	0.1512	0.0534	0.0654	0.193	0.1592	0.1462	0.1556	0.007
X000009589	2	8	X0000095890367200801181230	2008-01-18 12:30:00	C0692		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890367200801181230.jpg	Magnesium nitrate hexahydrate;MES monohydrate;PEG 4000	precip_skin	0.037	0.042	0.1742	0.0372	0.051	0.194	0.12	0.199	0.1376	0.008
X000009589	2	8	X0000095890371200801181230	2008-01-18 12:30:00	C0693		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890371200801181230.jpg	Magnesium nitrate hexahydrate;Sodium acetate trihydrate;PEG 4000	crystal	0.0872	0.0192	0.139	0.0642	0.073	0.1072	0.1466	0.158	0.1912	0.0144
X000009589	2	8	X0000095890375200801181230	2008-01-18 12:30:00	C0694		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890375200801181230.jpg	Magnesium nitrate hexahydrate;TAPS;PEG 4000	phase	0.0422	0.0302	0.143	0.0782	0.0732	0.1676	0.182	0.1114	0.164	0.0082
X000009589	2	8	X0000095890379200801181231	2008-01-18 12:31:00	C0695		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890379200801181231.jpg	Ammonium bromide;HEPES;PEG 1000	crystal	0.0346	0.0164	0.0878	0.1936	0.0576	0.1236	0.1808	0.0676	0.2244	0.0136
X000009589	2	8	X0000095890383200801181231	2008-01-18 12:31:00	C0696		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890383200801181231.jpg	Ammonium chloride;Sodium citrate tribasic dihydrate;PEG 1000	precip	0.0402	0.0488	0.1702	0.0408	0.0468	0.216	0.1106	0.1944	0.1258	0.0064
X000009589	2	8	X0000095890531200801181227	2008-01-18 12:27:00	C0697		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890531200801181227.jpg	Ammonium chloride;Sodium acetate trihydrate;PEG 1000	clear	0.0408	0.0148	0.0786	0.2174	0.0564	0.1068	0.2072	0.0576	0.2056	0.0148
X000009589	2	8	X0000095890535200801181227	2008-01-18 12:27:00	C0698		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890535200801181227.jpg	Ammonium chloride;TAPS;PEG 1000	crystal	0.0354	0.0176	0.0802	0.2138	0.0538	0.1112	0.179	0.0642	0.228	0.0168
X000009589	2	8	X0000095890539200801181227	2008-01-18 12:27:00	C0699		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890539200801181227.jpg	Ammonium chloride;Tris;PEG 1000	phase	0.0362	0.0214	0.0966	0.1846	0.0492	0.137	0.2044	0.0656	0.1924	0.0126
X000009589	2	8	X0000095890543200801181227	2008-01-18 12:27:00	C0700		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890543200801181227.jpg	Ammonium nitrate;HEPES;PEG 1000	precip	0.0306	0.0272	0.1072	0.1578	0.0336	0.1998	0.1462	0.105	0.1678	0.0248
X000009589	2	8	X0000095890547200801181228	2008-01-18 12:28:00	C0701		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890547200801181228.jpg	Ammonium nitrate;Sodium acetate trihydrate;PEG 1000	phase	0.044	0.0252	0.0932	0.167	0.0634	0.134	0.2342	0.0882	0.1416	0.0092
X000009589	2	8	X0000095890551200801181228	2008-01-18 12:28:00	C0702		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890551200801181228.jpg	Ammonium nitrate;Sodium citrate tribasic dihydrate;PEG 1000	precip_skin	0.0436	0.0444	0.1628	0.0384	0.0652	0.1714	0.134	0.1796	0.1518	0.0088
X000009589	2	8	X0000095890555200801181228	2008-01-18 12:28:00	C0703		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890555200801181228.jpg	Ammonium phosphate monobasic;Bis-Tris Propane;PEG 1000	crystal	0.0432	0.0128	0.0822	0.2002	0.0634	0.0982	0.1632	0.0606	0.2548	0.0214
X000009589	2	8	X0000095890559200801181228	2008-01-18 12:28:00	C0704		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890559200801181228.jpg	Ammonium phosphate monobasic;MES monohydrate;PEG 1000	crystal	0.0388	0.018	0.0878	0.1874	0.062	0.1212	0.1954	0.067	0.2108	0.0116
X000009589	2	8	X0000095890563200801181228	2008-01-18 12:28:00	C0705		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890563200801181228.jpg	Ammonium phosphate dibasic;Sodium citrate tribasic dihydrate;PEG 1000	precip_skin	0.0472	0.0374	0.1558	0.0428	0.0664	0.1674	0.1416	0.174	0.1588	0.0086
X000009589	2	8	X0000095890567200801181228	2008-01-18 12:28:00	C0706		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890567200801181228.jpg	Ammonium phosphate dibasic;TAPS;PEG 1000	crystal	0.035	0.0174	0.0924	0.1904	0.0596	0.1256	0.1652	0.0724	0.2278	0.0142
X000009589	2	8	X0000095890571200801181228	2008-01-18 12:28:00	C0707		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890571200801181228.jpg	Ammonium sulfate;MES monohydrate;PEG 1000	crystal	0.0524	0.0116	0.075	0.1944	0.069	0.0898	0.1746	0.064	0.2574	0.0118
X000009589	2	8	X0000095890575200801181228	2008-01-18 12:28:00	C0708		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890575200801181228.jpg	Ammonium sulfate;Bis-Tris Propane;PEG 1000	crystal	0.0354	0.0166	0.094	0.1688	0.0642	0.1124	0.1998	0.0726	0.2266	0.0096
X000009589	2	8	X0000095890723200801181225	2008-01-18 12:25:00	C0709		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890723200801181225.jpg	Calcium chloride dihydrate;Sodium acetate trihydrate;PEG 1000	clear	0.0404	0.0168	0.0842	0.2228	0.0486	0.1098	0.218	0.055	0.1902	0.0142
X000009589	2	8	X0000095890727200801181225	2008-01-18 12:25:00	C0710		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890727200801181225.jpg	Lithium bromide;Bis-Tris Propane;PEG 1000	crystal	0.0322	0.0166	0.091	0.2034	0.0552	0.1238	0.1828	0.0606	0.22	0.0144
X000009589	2	8	X0000095890731200801181225	2008-01-18 12:25:00	C0711		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890731200801181225.jpg	Lithium chloride;Tris;PEG 1000	crystal	0.0314	0.0214	0.096	0.1938	0.045	0.1444	0.1844	0.0712	0.1964	0.016
X000009589	2	8	X0000095890735200801181225	2008-01-18 12:25:00	C0712		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890735200801181225.jpg	Lithium chloride;MES monohydrate;PEG 1000	phase	0.0636	0.0156	0.0872	0.1888	0.0606	0.1254	0.2018	0.0694	0.1706	0.017
X000009589	2	8	X0000095890739200801181225	2008-01-18 12:25:00	C0713		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890739200801181225.jpg	Magnesium chloride hexahydrate;TAPS;PEG 1000	crystal	0.039	0.0188	0.1062	0.1602	0.0496	0.1388	0.1676	0.0926	0.2134	0.0138
X000009589	2	8	X0000095890743200801181225	2008-01-18 12:25:00	C0714		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890743200801181225.jpg	Magnesium chloride hexahydrate;Tris;PEG 1000	crystal	0.0552	0.0072	0.0706	0.2138	0.0618	0.087	0.176	0.0574	0.2582	0.0128
X000009589	2	8	X0000095890747200801181225	2008-01-18 12:25:00	C0715		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890747200801181225.jpg	Magnesium chloride hexahydrate;MES monohydrate;PEG 1000	crystal	0.0448	0.015	0.083	0.1814	0.0626	0.1112	0.1928	0.0728	0.2268	0.0096
X000009589	2	8	X0000095890751200801181225	2008-01-18 12:25:00	C0716		http://xtuition.ccr.buffalo.edu/image-data/X000009589/X000009589200801181215/X0000095890751200801181225.jpg	Magnesium sulfate heptahydrate;HEPES;PEG 1000	crystal	0.0558	0.0132	0.0936	0.1724	0.0634	0.1052	0.1656	0.0746	0.2418	0.0144
